phone title,price,old price
Blackberry 9780 GSM WCDMA 3G 2.44 inch 5MP 512MB RAM GPS WIFI Bluetooth Cell Phone,"KSh 5,690","KSh 7,090"
Blackberry Torch 9800 Phone 5MP QWERTY Keyboard 4GB Internal Storage,"KSh 6,799","KSh 7,900"
Blackberry Bold Touch 9930 3G 2.8 Inch 768MB RAM 8GB ROM Phone -white,"KSh 7,999","KSh 12,999"
Blackberry Curve 9320 Mobile Phone GPS WIFI GSM 3G Phone,"KSh 5,690","KSh 9,900"
"Blackberry Z10 Cell Phone 4.2"" Inch 2G RAM 16G ROM Mobile Phone - White","KSh 5,699","KSh 5,999"
Blackberry 9900 WCDMA 3G QWERTY Keyboard 8GB ROM 5MP WIFI Smartphone -white,"KSh 7,999","KSh 8,999"
Blackberry Z30 5.0'' 2GB+16GB WCDMA 3G 8MP+2MP WIFI Touchscreen BlackBerry Smartphone - Black,"KSh 10,400","KSh 14,834"
Blackberry 9780 Mobile Phone 3G 2.44Inch 512MB RAM CellPhone,"KSh 5,690","KSh 10,299"
Blackberry Bold Touch 9930 3G  Phone Camera 768MB ROM 8GB RAM -white,"KSh 7,999","KSh 9,999"
"LG V30 6.0"" 4GB RAM 64GB ROM 16.0MP LTE Fingerprint Cellphone - Silver","KSh 19,990","KSh 22,990"
LG V30 6.0``4GB RAM 64GB ROM Rear Camera 16.0MP LTE Fingerprint Phone - Red,"KSh 19,900","KSh 22,900"
"LG G7 ThinQ 6.1"" 4GB + 64GB LTE Fingerprint Smart Phone - Grey","KSh 23,999","KSh 26,999"
"LG G7 ThinQ 4+64GB LTE Mobile Phone 6.1"" 16MP Cellphone - Grey","KSh 23,990","KSh 26,990"
"LG G7 ThinQ 6.1"" 4GB + 64GB LTE Fingerprint Smart Phone -Raspberry Red","KSh 23,999","KSh 26,999"
LG V20 H990 4GB RAM 64GB ROM 5.7'' 4G LTE SmartPhone -Black,"KSh 18,500","KSh 25,000"
LG V20 F800 5.7'' 4GB+64GB 16MP LTE Android Phone - Silver,"KSh 11,100","KSh 22,200"
LG Android Smartphone LG G4 4G Phone 5.5 Inch 3GB + 32GB-White,"KSh 8,500","KSh 9,000"
"LG G6 5.7"" (4GB , 64GB) 4G Mobile Phone 13MP Fingerprint Smartphone - Black","KSh 15,990","KSh 16,990"
"LG G6 G600 4GB 64GB 5.7"" LTE Mobile Phone Smartphone -silver","KSh 15,900","KSh 19,900"
LG G5 4G RAM 32G  5.3'' 16.0MP  Fingerprint  lte phone -silver,"KSh 12,990","KSh 22,990"
LG LG-G6 Android 4GSmartphone 4GB RAM 32GB ROM-5.7 Inch Screen + Dual Camera-black,"KSh 21,000",
LG V20 H910 4GB RAM 64GB ROM 5.7'' 4G LTE SmartPhone -Pink,"KSh 15,500","KSh 25,000"
LG Android Smartphone G4 4G Phone 5.5 Inch 3GB + 32GB-black,"KSh 8,500","KSh 9,000"
LG V20 4GB RAM 64GB ROM 5.7'' 16MP+8MP Fingerprint 4G LTE Smart Phone - Pink,"KSh 12,900","KSh 16,000"
LG G5 4G RAM 32G  5.3'' 16.0MP  Fingerprint  LTE Smartphone,"KSh 12,990","KSh 22,990"
"LG V20 5.7"" 4GB RAM 64GB 16MP LTE Fingerprint phone -Black","KSh 12,900","KSh 22,600"
LG G6 VS988 Snapdragon 821 Dual Rear Camera 5.7'' 4GB+32GB LTE 4G Mobile Phone - Black,"KSh 11,500","KSh 21,900"
"LG G4 Cellphone 5.5"" 3GB RAM 32GB ROM 4G LTE Mobile Phone - Brown","KSh 10,999","KSh 12,999"
LG Nexus 5X H791 Hexa Core 5.2'' 2GB+16/32GB LTE 4G Android 6.0 Smartphone - White,"KSh 10,100 - KSh 10,900","KSh 13,000 - KSh 17,500"
LG G4 5.5 Inch 3GB RAM 32GB ROM Android 5.1 Smartphone - White,"KSh 8,600","KSh 13,500"
"LG G4 Cellphone 5.5"" 3GB RAM 32GB ROM 4G LTE Mobile Phone - Black","KSh 10,999","KSh 12,999"
LG G6 VS988 Snapdragon 821 Dual Rear Camera 5.7'' 4GB+32GB LTE 4G Mobile Phone - Grey,"KSh 11,500","KSh 21,900"
LG GD580 Cellphone - Blue,"KSh 4,800","KSh 6,500"
LG G6 5.7'' 4GB RAM 32GB 13.0MP lte 4G Mobile Phone -silver,"KSh 13,900","KSh 23,900"
"LG Wine Smart LG H410 Korean Keyboard 3.2"" 1GB RAM 4GB ROM 3.15MP 4G LTE Slider Smartphone(Blue)","KSh 9,100","KSh 14,500"
"LG V20 5.7"" (4GB , 64GB) Android 7 , 16MP, Single SIM 4G - Black","KSh 29,900",
"LG G4 H815 Cellphone 5.5"" Hexa Core 3GB+32GB Android 16.0MP 4G LTE Mobile Phone - White","KSh 8,900","KSh 11,900"
"LG V20 5.7"" 4GB RAM 64GB 16MP lte Fingerprint  Phone -silver","KSh 12,990","KSh 22,900"
"LG G5 4GB RAM 32GB 5.3"" 16MP Fingerprint LTE Smartphone -Silver","KSh 12,990","KSh 22,990"
"LG G6 5.7"" 4GB RAM 32GB ROM 13MP LTE Mobile Phone - Silver","KSh 13,900","KSh 22,900"
"LG V20 5.7"" 4GB RAM 64GB 16MP LTE Fingerprint phone -Silver","KSh 12,900","KSh 22,600"
"LG G6 5.7"" (4GB , 32GB) 4G Single SIM ,Android 7 , 13MP - Black","KSh 19,900",
LG G6 Quad Core 5.7 Inches 4GB RAM 32GB ROM 4G Mobile Phone - Black,"KSh 12,900","KSh 22,800 - KSh 25,800"
"LG G6 5.7"" (4GB , 64GB) Android 7 , 13MP, 4G - Blue","KSh 24,990",
"LG G6 5.7"" (4GB , 64GB) Android 7 , 13MP, Single SIM 4G - Black","KSh 24,990",
"LG G5 4GB RAM 32GB 5.3"" 16MP Fingerprint LTE Smartphone -grey","KSh 12,990","KSh 22,990"
LG G4 5.5 Inch 3GB RAM 32GB ROM Android 5.1 Smartphone - Black,"KSh 8,600","KSh 13,500"
"LG G6 5.7"" (4GB , 64GB) 4G Single SIM ,Android 7 , 13MP - Black","KSh 25,990",
"LG G5 4GB RAM 32GB 5.3"" 16MP Fingerprint LTE Smartphone -Gold","KSh 12,990","KSh 22,990"
"XIAOMI Redmi 9 6.53"" 4GB+64GB (Dual SIM) 4G LTE - Green","KSh 14,699","KSh 15,699"
"XIAOMI Redmi 9C, 6.53'', 3 GB + 64 GB (Dual SIM) - Orange","KSh 11,799","KSh 13,399"
"XIAOMI Redmi 9A, 6.53"", 2 GB + 32 GB 5000mAh (Dual SIM) - Green","KSh 9,699","KSh 10,399"
"XIAOMI Redmi 9A 6.53"" 2GB RAM 32GB ROM 13.0MP 5000mAh 4G LTE Smartphone - Grey","KSh 9,699","KSh 9,999"
XIAOMI Redmi 9 6.53 Inch 4GB 64GB 13.0MP Camera 4G LTE Smartphone - Purple,"KSh 14,699","KSh 14,999"
"XIAOMI Redmi 9A 6.53"" 2GB RAM 32GB ROM 13.0MP 5000mAh 4G LTE Smartphone - Sky Blue","KSh 9,399","KSh 9,999"
"XIAOMI Redmi Note 9 6.53"" FHD+ 48MP 3GB 64GB 4G LTE Smartphone - Green","KSh 16,999","KSh 17,499"
"XIAOMI Redmi 9 6.53"" 4GB+64GB (Dual SIM) 4G LTE - Grey","KSh 14,699","KSh 15,699"
"XIAOMI Redmi Note 8 Pro - 6.53"" - (6GB, 64GB) - 4500mAh - Dual SIM - Blue","KSh 19,499","KSh 20,999"
"XIAOMI Redmi Note 9 Pro 6.67"" 64MP 6GB 128GB 4G LTE Smartphone - Grey","KSh 26,999","KSh 27,999"
"XIAOMI Redmi Note 9 6.53"" FHD+ 48MP 3GB 64GB 4G LTE Smartphone - White","KSh 16,999","KSh 17,499"
XIAOMI Mi Piston In-Ear Earphones Headphones Headset Black,KSh 852,KSh 897
XIAOMI Redmi 9 6.53 Inch 3GB 32GB 13.0MP Camera 4G LTE Smartphone - Green,"KSh 13,899","KSh 13,999"
"XIAOMI Redmi Note 8 Pro - 6.53"" - (6GB, 64GB) - Dual SIM - Mineral Grey","KSh 20,499","KSh 20,999"
"XIAOMI Redmi 9A 6.53""Display 2GB RAM+ 32GB ROM ( Dual Sim) 4G LTE - Granite Gray","KSh 10,444","KSh 14,999"
"XIAOMI Redmi Note 8 Pro - 6.53"" (6GB, 128GB)  - Forest Green","KSh 22,999","KSh 24,999"
"XIAOMI Redmi Note 8 Pro - 6.53"" - 6GB, 128GB, Dual SIM - Blue","KSh 22,999","KSh 24,499"
XIAOMI Mi Note 10 - 6.47'' - 6GB 128GB - 108MP - 4G LTE - Dual SIM - Black,"KSh 44,499","KSh 45,999"
XIAOMI Mi Piston In-Ear Earphones Headphones Woofer Headset Silver,KSh 747,KSh 797
XIAOMI Mi Earphones In-ear Headphones Bass Headset- Black,KSh 757,"KSh 1,000"
XIAOMI Redmi 9 6.53 Inch 4GB 64GB 13.0MP Camera 4G LTE Smartphone - Green,"KSh 15,400","KSh 20,999"
XIAOMI REDMI NOTE 9 PRO (128GB 64MP QUAD CAMERA 5020 MAH) GREY,"KSh 27,499","KSh 40,000"
"XIAOMI Redmi Note 8 Pro - 6.53"" - 6GB, 128GB, Dual SIM - Pear White","KSh 22,999","KSh 24,999"
"XIAOMI Redmi 9  6.53"" 4GB + 64GB (Dual SIM) 4G LTE - Grey","KSh 15,488","KSh 21,999"
XIAOMI Mi 10T 5G Smartphone 6.67 Inch 5000mAh Battery 33W Fast Charge 6+128GB -silver,"KSh 43,399","KSh 65,999"
"XIAOMI Redmi Note 9S, 6 GB + 128 GB (Dual SIM) - Interstellar Grey","KSh 24,200","KSh 30,999"
"XIAOMI Redmi 9A 6.53"" 2GB + 32GB ( Dual Sim) 4G LTE+FREE 5D SCREEN PROTECTOR- Gray","KSh 10,999","KSh 20,000"
"XIAOMI Redmi 9A, 6.53'' 2+32GB, 4G, 5000mAh Battery,Dual Sim-Grey","KSh 10,499","KSh 13,999"
"XIAOMI Redmi 9C Blue,6.53'' 3GB+64GB,Dual Sim, 4G,5000mAh,","KSh 14,295","KSh 15,999"
"XIAOMI Redmi 9A 6.53""Display2GBRAM+32GBROM(Dual Sim)4G LTE+Selfie+OTG+Ring-Granite Gray","KSh 10,600","KSh 14,999"
"XIAOMI Redmi 9C,6.53"", 64GB+3GB RAM, Dual SIM, 4G - Gray+ FULL 5D SCREEN PROTECTOR","KSh 13,999","KSh 26,000"
XIAOMI Mi Earphones In-ear Headphones Woofer Headset Silver,KSh 787,"KSh 1,000"
"XIAOMI Redmi 9A, 6.53'' 2+32GB, 4G, 5000mAh Battery,Dual Sim-Gray+free Ring&otg","KSh 10,049","KSh 14,999"
"XIAOMI Redmi 9A 6.53"" 2GB + 32GB ( Dual Sim) 4G LTE - Gray+FREE 5D SCREEN PROTECTOR","KSh 10,999","KSh 20,000"
"XIAOMI Redmi Note 9 Pro 6.67"" 64MP 6GB+128GB 4G LTE_Green","KSh 27,299","KSh 28,999"
"XIAOMI Redmi Note 9S 6.67"" 6GB + 128GB ROM 48MP 4G LTE Smartphone +Blue","KSh 36,999","KSh 38,000"
"XIAOMI Redmi Note 8, 6.3"" FHD, 4GB RAM - 64GB, 48MP, 4G - Black","KSh 19,895","KSh 24,999"
"XIAOMI Redmi Note 9S 6.67"", 6GB+128GB, 48+8+5+2MP Camera, Selfie 16MP, 5020mAh, Dual","KSh 24,225","KSh 30,000"
"XIAOMI Redmi Note 9S, 6.67"", 6GB RAM + 128GB (Dual SIM), 5020mAh, Aurora Blue","KSh 24,699","KSh 30,000"
"XIAOMI Redmi Note 9 Pro 6.67"" 64MP 6GB 64GB 5020mAh Dual Sim 4G LTE Smartphone - Grey","KSh 24,999","KSh 27,999"
One Plus Nord -12GB 256GB - 6.44 Inches - 48MP + 32mp Black,"KSh 52,999","KSh 56,000"
One Plus 5T 4G Phablet Android 7.1 6.01 inch 6GB RAM 64GB ROM -black,"KSh 30,820","KSh 40,066"
"Huawei Y6s, 6.09"" - 3GB/64GB, 3020 MAh, 4G, Dual Sim - Orchid Blue + Free Back Cover","KSh 13,099","KSh 16,999"
"Huawei Y8p, 6.3"" OLED, 128GB + 6GB(Dual SIM), Breathing Crystal","KSh 20,699","KSh 28,999"
"Huawei Y6s, 6.09"", 3 GB + 64 GB, 3020 MAh, 4G, (Dual SIM) - Starry Black + Free Headset","KSh 13,099","KSh 16,999"
"Huawei Y6p, 6.3"", 64 GB + 3 GB(Dual Sim), 5000 MAh Emerald Green","KSh 14,899","KSh 17,999"
"Huawei Nova 7i, 6.4"", 128 GB + 8GB, 4200 MAh, Dual SIM- Sakura Pink","KSh 25,699","KSh 35,000"
"Huawei Y8s, 6.5"", 64GB + 4GB, 4000 MAh, 4G (Dual SIM) - Emerald Green","KSh 15,999","KSh 20,999"
"Huawei Y6s, 6.09""-3GB/64GB,3020 MAh, Dual -Starry Black+FREE Selfie Stick + Cover + OTG","KSh 12,999","KSh 15,000"
"Huawei Y6s, 6.09"",64GB+3GB RAM(Dual SIM),-Blue+Free Selfie Stick, Back Cover, OTG Cable","KSh 13,095","KSh 17,999"
"Huawei Y6S, 6.09"" - 3GB + 64GB ROM, 3020 MAh, 4G, Dual Sim - BLUE + FREE RINGSTERN  ","KSh 12,798","KSh 19,899"
"Huawei Y6s, 6.09"" - 3GB + 64GB, 4G (Dual SIM), Orchid Black + FREE Selfie Stick & OTG","KSh 13,299","KSh 14,499"
"Huawei Nova 7i, 6.4""(Dual Sim), 128 GB + 8 GB,  4200 MAh - Crush Green","KSh 25,699","KSh 35,000"
"Huawei Y5 Lite, 5.45""  16GB ROM + 1 GB RAM (Single SIM) Blue","KSh 8,500","KSh 14,500"
"Huawei Nova 7i, 6.4""-8GB/128GB-4200MAh-Sakura Pink+FREE GIFTS","KSh 29,999","KSh 42,000"
"Huawei Nova 7i, 6.4"", 128GB + 8GB, 4200 MAh, 48MP, -Sakura Pink + FREE GIFT BUNDLE","KSh 28,999","KSh 35,000"
"Huawei Y6s, 6.09'', 3 GB + 64 GB, 3020 MAh, (Dual SIM) - Blue","KSh 12,999","KSh 15,999"
"Huawei Y9A 6.63"" 128GB + 8GB RAM (Dual SIM), 4200 MAh - Space Silver","KSh 29,999","KSh 38,750"
"Huawei Y6s, 6.09"",3GB+ 64GB, 3020 MAh,4G,Blue + Protector & COVER","KSh 12,790","KSh 20,000"
"Huawei Y5p, 5.45"", 32 GB + 2 GB (Dual SIM) ,3020 MAh -blue","KSh 9,749","KSh 11,999"
"Huawei Y6s, 6.09"" - 3GB/64GB, 3020 MAh, 4G, Dual  Sim - Starry Black + FREE GIFTS","KSh 13,199","KSh 17,999"
"Huawei Y8p, 6.3"" OLED, 128GB+6GB-(Dual SIM)-Breathing Crystal+FREE GIFTS","KSh 24,299","KSh 35,999"
"Huawei Y6s, 6.09"" - 3GB/64GB, 3020 MAh, 4G, Dual Sim - Orchid Blue + FREE Headphones","KSh 13,300","KSh 14,999"
"Huawei P8 4G LTE, 5.2"",  3GB + 16GB (Dual SIM), Smoke Grey","KSh 10,999","KSh 19,899"
"Huawei Y6p  6.3"", 3GB+64GB,Dual, 5000MAh, Black+Free HEADSET, RING, COVER, GITBAG & OTG","KSh 25,999","KSh 35,000"
"Huawei Y5 Lite, 5.45""  16GB + 1 GB (Single SIM) Modern Black","KSh 8,350","KSh 11,500"
"Huawei P30 Lite, 6.15"",  6GB + 128GB , 48MP Triple Camera (Dual SIM), Black","KSh 24,590","KSh 40,000"
"Huawei Y6s, 6.09'', 3 GB + 64 GB, 3020 MAh, (Dual SIM) - Black","KSh 12,999","KSh 15,999"
"Huawei Y6p, 6.3"", 64GB + 3GB RAM (Dual SIM), 5000 MAh, Purple+FREE SELFIESTICK+RING+OTG","KSh 15,999","KSh 22,000"
"Huawei Y6S,6.09'',3+64GB, 13MP Camera- Dual Sim-Blue+Free Selfiestick +OTG Cable","KSh 13,199","KSh 15,999"
"Huawei Y7p , 6.39"", 64 GB + 4 GB, (Dual SIM) - Midnight Black","KSh 17,293","KSh 22,000"
"Huawei Y6p, 6.3"", 64 GB + 3 GB(Dual Sim), 5000 MAh Phantom Purple","KSh 14,899","KSh 17,999"
"Huawei Y9A 6.63"", 128GB+8GB (Dual SIM) 4200 MAh - Midnight Black","KSh 29,999","KSh 38,750"
"Huawei Y9a ,6.63"", 128GB+8GB ,(Dual SIM) ,4200 MAh - Midnight Black + Free Gifts","KSh 30,999","KSh 35,000"
"Huawei Y6s, 6.09'', 3GB+64GB,Dual SIM - Blue + FREE 3D PROTECTOR & PHONE COVER","KSh 13,299","KSh 15,999"
"Huawei Y6p, 6.3"", 64 GB + 3 GB(Dual Sim), 5000 MAh, Midnight Black","KSh 14,899","KSh 15,000"
"Huawei Y6s, 6.09""-3GB Ram/64GB Rom,3020 MAh, Dual -Starry Black","KSh 12,750","KSh 15,499"
"Huawei Y6s, 6.09"", 64GB + 3GB RAM (Dual SIM), 3020mAh, Sunrise Orange","KSh 12,990","KSh 25,000"
"Huawei P30 Lite, 6.15"",  6GB + 128GB , 48MP Triple Camera (Dual SIM), Peacock Blue","KSh 24,399","KSh 40,000"
"Huawei Y6s, 6.09'', 3GB+64GB, ( Dual SIM) Black","KSh 12,689","KSh 19,599"
"Huawei P30 Lite, 6.15"", 4GB + 128GB , 48MP Triple Camera (Dual SIM), Pearl White.","KSh 23,275","KSh 38,900"
"Huawei Nova 7i, 6.4"", 128GB + 8GB RAM, 4200 MAh, Sakura Pink","KSh 27,999","KSh 35,000"
Blackberry Bold Touch 9930 3G 2.8 Inch 768MB RAM 8GB ROM Cell Phone,"KSh 7,699","KSh 17,599"
Blackberry Passport Q30 Quad Core LTE 3GB RAM 32GB ROM 13.0MP BlackBerry OS Cell Phone,"KSh 22,200","KSh 35,150"
Blackberry 9700 WCDMA 3G 3.2MP 256MB 1500mAh GPS WIFI Bluetooth GPS Cell Phone - Black,"KSh 5,100","KSh 7,817"
"Blackberry Z10 4.2"" 2GB+16GB Dual Core 8MP NFC GPS WIFI 3G 4G BlackBerry Smartphone - White","KSh 5,800","KSh 8,390"
Blackberry Classic Q20 3.5 Inches cell Phone 2GB RAM 16GB ROM LTE White,"KSh 14,490","KSh 15,899"
"Blackberry 9720 mobile phone 3G WiFi 2.8"" inch Touchscreen Smartphone  5MP Camera- Black","KSh 7,599","KSh 17,599"
Blackberry 9360 Cellphone GPS 3G Wifi 5MP Camera Mobile Phones Keyboard Smartphone,"KSh 5,690","KSh 8,399"
Blackberry Torch 9800 Phone Full QWERTY Keyboard 4GB Internal Storage,"KSh 6,699","KSh 9,699"
Blackberry 9700 WCDMA 3G 3.2MP 256MB 1500mAh GPS WIFI Bluetooth GPS Cell Phone,"KSh 5,690","KSh 6,999"
Blackberry 9780 WCDMA 3G 2.44'' 5MP 512MB Cell Phone - Black,"KSh 5,600","KSh 8,600"
Blackberry 9900 3G Keyboard 8GB ROM 5MP Bluetooth WIFI Smartphone,"KSh 7,699","KSh 16,099"
Blackberry Passport Q30 LTE 3GB RAM 32GB ROM 13.0MP Cell Phone -white,"KSh 21,990","KSh 32,990"
Blackberry Torch 9800 Phone Full QWERTY Keyboard 4GB Internal Storage,"KSh 6,799","KSh 9,799"
Blackberry Curve 9320 Mobile Phone GPS WIFI GSM 3G Phone,"KSh 5,699","KSh 8,999"
Blackberry Q20 3.5 inche 8MP 2GB RAM 16GB ROM 4G LTE Smartphone - White,"KSh 14,490","KSh 22,899"
"Blackberry 9720 3G WiFi QWERTY 2.8"" Touchscreen Smartphone 5MP Camera -- Black","KSh 7,599","KSh 17,599"
Blackberry 9780 WCDMA 3G 2.44'' 5MP 512MB Cell Phone - Black,"KSh 5,669","KSh 9,299"
Blackberry 9780 GSM WCDMA 3G 2.44 inch 5MP 512MB RAM GPS WIFI Bluetooth Cell Phone - White,"KSh 5,690","KSh 9,990"
"Blackberry Q20 3.5"" 2GB+16GB Dual Core 8MP 4G LTE Bluetooth WIFI BlackBerry Smartphone - Black","KSh 14,500","KSh 22,267"
Blackberry 9810 QWERTY Keyboard 3.2'' Touch Screen Slider Phone -Black,"KSh 6,999","KSh 13,399"
"Blackberry 9810 QWERTY Keyboard 3.2"" Touch Screen Slider Phone","KSh 6,999","KSh 12,999"
Blackberry 9780 GSM WCDMA 3G 2.44'' 5MP 512MB Cell Phone - White,"KSh 5,260","KSh 6,160"
Blackberry 9900 Blod Touch Mobile Phone 3G Cell phones WiFi Smartphone,"KSh 7,699","KSh 16,099"
Blackberry 9810 QWERTY Keyboard 3.2'' Touch Screen Slider Phone -white,"KSh 6,799","KSh 7,799"
Blackberry Torch 9800 Slider Cell Phone Keyboard Touchscreen - White,"KSh 6,799","KSh 7,799"
"Blackberry Q20 3.5"" 2GB+16GB Dual Core 8MP 4G LTE Bluetooth WIFI BlackBerry Smartphone - Black","KSh 14,500","KSh 21,484"
Blackberry 9780 GSM WCDMA 3G 2.44'' 5MP 512MB WIFI Bluetooth GPS Cell Phone,"KSh 5,660","KSh 5,960"
Blackberry 9360 QWERTY 5.0MP Camera GPS WiFi Bluetooth Cell Phone - Black,"KSh 5,599","KSh 9,399"
Blackberry Curve 9360 3G phone 5MP Camera QWERTY Keyboard - Black,"KSh 5,699","KSh 6,299"
Blackberry 9780 WCDMA 3G 2.44'' inch 5MP 512MB Cell Phone - White,"KSh 5,699","KSh 9,299"
Blackberry Z30 5.0'' 2GB+16GB WCDMA 3G 8MP+2MP WIFI Touchscreen BlackBerry Smartphone - White,"KSh 12,600","KSh 18,750"
"Blackberry Q20 3.5"" 16GB ROM 2GB RAM 4G LTE 8MP WIFI Smartphone QWERTY Keyboard Cell Phone - White","KSh 14,490","KSh 16,660"
Blackberry Z30 Dual Core 5.0'' 2GB+16GB 3G 8MP Smartphone - Black,"KSh 10,500","KSh 14,834"
Blackberry 9900 WCDMA 3G QWERTY Keyboard 8GB ROM 5MP Bluetooth WIFI Smartphone - Black,"KSh 7,100","KSh 7,799"
"Blackberry 9810 QWERTY Keyboard 3.2"" Touch Screen Slider Phone -White","KSh 6,799","KSh 13,399"
"Blackberry 9720 Mobile Phone 3G 2.8"" Touchscreen Smartphone 5MP - Black","KSh 7,599","KSh 9,599"
Blackberry 9700 QWERTY Keyboard 3.2MP 256MB Cell Phone - Black,"KSh 5,680","KSh 5,980"
"Blackberry Q20 3.5"" 16GB ROM 2GB RAM 4G 8MP QWERTY Keyboard Cell Phone","KSh 13,999","KSh 19,999"
Blackberry 9900 3G Keyboard 8GB ROM 5MP Bluetooth Smartphone -white,"KSh 7,999","KSh 9,999"
Blackberry 9800 5MP Camera  QWERTY Keyboard  4GB Internal Storage,"KSh 6,699","KSh 9,699"
"Tecno F1 - 5.0"" - 8GB+1GB - 2000mAh Battery - Dual SIM - Champagne Gold","KSh 5,099","KSh 5,299"
"Tecno SparK 5 Pro,6.6'',3GB+64GB,5000mAh,4G Ice Jadeite+FREE Selfie,Cover,OTG &Ring","KSh 13,999","KSh 19,999"
"Tecno POP 3, 5.7Full View Screen"", 1GB + 16GB, 3500mAh, (Dual Sim) - Black","KSh 6,999","KSh 8,000"
"Tecno Spark 4 - 6.52""Display, 2GB +32GB,..13MP + 8MP,,, 4000mAh, 4G,--Dual Sim -Blue","KSh 10,999","KSh 11,900"
"Tecno Spark 5 Pro, 6.6"", 64 GB + 3 GB, (Dual SIM) ,5000 MAh - Seabed Blue","KSh 13,399","KSh 19,999"
"Tecno Spark 5 Pro 6.6"", 3GB + 64GB,16MP -5000mAh, Ice Jadeite+Free Selfie,Cover & Ring","KSh 13,999","KSh 26,459"
"Tecno Pop 4, 6.0""Display,2GB+32GB, 5MP+8MP, 4G(Dual Sim), 5000mAh--Dawn Blue","KSh 8,800","KSh 15,999"
"Tecno T301 - Dual Sim, FM, BT, Torch - Black","KSh 1,225","KSh 1,500"
"Tecno Camon 16 Pro, 6.8'', 6GB + 128GB RAM (Dual SIM), 5000 MAh, Ice Crystal Blue","KSh 19,870","KSh 29,000"
"Tecno Camon 16s, 4GB/128GB-48MP-5000mAh-4G-(Dual Sim)-ice Jadeite+ Free Gifts","KSh 17,999","KSh 26,000"
"Tecno Spark 5 Air 2020, Android 10-7""-32GB/2GB-Dual SIM-13MP-5000mAh-Ice Jadeite+GIFTS","KSh 12,599","KSh 17,999"
"Tecno Camon 15,(Dual SIM) 6.6"",64GB+4GB,48MP+BACK CASE+5D SCREEN PROTECTOR-Purple","KSh 16,999","KSh 31,509"
"Tecno Pouvoir 3 Air, 6"", 16GB + 1GB (Dual SIM), Black + FREE 16GB Memory Card","KSh 8,999","KSh 14,999"
"Tecno Spark 5 Air 2020, 7""-32GB/2GB-Dual SIM-13MP-5000mAh-Ice Jadeite+FREE GIFTS","KSh 13,299","KSh 17,999"
"Tecno Pouvoir 3 Air (LC6) - 6.0"" -4G,16GB+1GB- Black + Free OTG ","KSh 8,555","KSh 9,999"
"Tecno Pop 4, 6.0"",2GB+32GB, 3G (Dual) 5000MAh-Green + FREE BLUETOOTH EARPHONES + WATCH","KSh 9,500","KSh 10,999"
"Tecno Spark 5 Air,7.0"",32GB+2GB RAM,5000mAh-Ice Jediete+Free OTG,Selfiestick,RingStand","KSh 12,990","KSh 18,999"
"Tecno Pop 4, 6.0"", 2GB+32GB, 3G (Dual SIM) 5000MAh-Green + FREE BLUETOOTH HEADPHONE","KSh 9,100","KSh 9,999"
"Tecno Spark 5 Pro, 6.6""-64GB/3GB-(Dual SIM)-5000MAh-Ice Jadeite+Gifts","KSh 13,999","KSh 18,000"
"Tecno POP 2 Plus, 6'', 16 GB + 1 GB (Dual SIM) - Nebula Black","KSh 7,320","KSh 13,000"
"Tecno Camon 16 Pro, 6.8'', 6 GB + 128 GB (Dual SIM), 5000 MAh - Onyx Black","KSh 20,999","KSh 25,000"
"Tecno Spark5 Pro,6.6"",64GB+3GB(Dual SIM),5000MAh,Ice Jadeite+FREE WATCH&BT EARPHONES","KSh 13,890","KSh 16,999"
"Tecno Camon 15, 6.6"", 64 GB + 4 GB, (Dual SIM), 5000mAh _ Gold","KSh 15,999",
"Tecno Camon 16 Premier 6.9'',128GB+8GB -Silver+Free Selfie Stick,Ring And Giftbag","KSh 29,599","KSh 39,999"
"Tecno F1, 5.0"", 8 GB + 1 GB,  - Black-  Free Classic Watch And Phone Ring","KSh 5,399","KSh 8,000"
"Tecno Spark 5, 6.6"", 32GB + 2GB RAM (Dual SIM), 5000mAh, Vacation Blue","KSh 11,399","KSh 20,000"
"Tecno Pop 2 Plus 6"",16gb+ 1gb,  - Midnight Black 5000mAh","KSh 7,499","KSh 9,999"
"Tecno Camon 16s 128+4 ,GB RAM Battery ,5000 MAh (Dual SIM) -Misty Grey","KSh 16,200","KSh 21,000"
"Tecno POP 3, 5.7"", 1GB + 16GB, 3500mAh, Dual Sim  - 8MP Front + 5MP Rear Cam- Gold + Free Auxiliary & OTG cable","KSh 6,987","KSh 10,000"
"Tecno Pop 4, 2GB+32GB,(Dual),3G 5000MAh,Dawn Blue + FREE BLUETOOTH EARPHONES + WATCH","KSh 9,299","KSh 10,999"
"Tecno Spark 5 Air 2020, 7""-32GB/2GB-Dual SIM-13MP-5000mAh-Ice Jadeite+FREE Gifts.","KSh 12,699","KSh 17,999"
"Tecno Spark 5 Air, 7"", 32GB + 2GB RAM (Dual SIM), 5000mAh, Ice Jadeite","KSh 11,995","KSh 15,399"
"Tecno Spark 4, 32GB + 2GB 4G, 6.52"", Dual SIM, Royal Purple.","KSh 10,990","KSh 20,000"
"Tecno Spark 4, 6.52"", 32GB + 2GB (Dual SIM), 4G, Royal Purple","KSh 11,599","KSh 15,841"
"Tecno Camon 15 Air,6.6"", 64GB+3GB (Dual SIM), 48MP -Grey+Free SELFIESTICK&OTG& GIFTBAG","KSh 15,399","KSh 23,699"
